timestamp,event_type,resource_id,project_id,actor,metadata
2025-07-01 00:10:00,CPU_SPIKE,vm_0,Project_X,system,{'cpu': 88.93}
2025-07-01 00:10:00,CPU_SPIKE,vm_0,Project_X,system,{'cpu': 81.25}
2025-07-01 00:10:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:10:00,CPU_SPIKE,vm_0,Project_X,system,{'cpu': 84.95}
2025-07-01 00:10:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:11:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:11:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:11:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:12:00,MEMORY_SURGE,vm_2,Project_X,system,{'memory': 79.43}
2025-07-01 00:12:00,MEMORY_SURGE,vm_2,Project_X,system,{'memory': 75.56}
2025-07-01 00:12:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:12:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:13:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:14:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:14:00,CPU_SPIKE,vm_4,Project_X,system,{'cpu': 90.88}
2025-07-01 00:14:00,CPU_SPIKE,vm_4,Project_X,system,{'cpu': 95.96}
2025-07-01 00:14:00,MEMORY_SURGE,vm_4,Project_X,system,{'memory': 84.14}
2025-07-01 00:14:00,CPU_SPIKE,vm_4,Project_X,system,{'cpu': 91.16}
2025-07-01 00:15:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:15:00,CPU_SPIKE,vm_5,Project_X,system,{'cpu': 88.64}
2025-07-01 00:15:00,MEMORY_SURGE,vm_5,Project_X,system,{'memory': 79.27}
2025-07-01 00:15:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:15:00,MEMORY_SURGE,vm_5,Project_X,system,{'memory': 85.01}
2025-07-01 00:15:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:15:00,CPU_SPIKE,vm_5,Project_X,system,{'cpu': 85.98}
2025-07-01 00:15:00,MEMORY_SURGE,vm_5,Project_X,system,{'memory': 75.51}
2025-07-01 00:16:00,CPU_SPIKE,vm_6,Project_X,system,{'cpu': 85.09}
2025-07-01 00:16:00,CPU_SPIKE,vm_6,Project_X,system,{'cpu': 87.93}
2025-07-01 00:16:00,CPU_SPIKE,vm_6,Project_X,system,{'cpu': 82.33}
2025-07-01 00:17:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:17:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:18:00,MEMORY_SURGE,vm_8,Project_X,system,{'memory': 80.88}
2025-07-01 00:19:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:19:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:19:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:19:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:19:00,MEMORY_SURGE,vm_9,Project_X,system,{'memory': 82.84}
2025-07-01 00:20:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:20:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:20:00,MEMORY_SURGE,vm_0,Project_X,system,{'memory': 89.41}
2025-07-01 00:20:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:20:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:20:00,CPU_SPIKE,vm_0,Project_X,system,{'cpu': 85.84}
2025-07-01 00:20:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:21:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:21:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:21:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:23:00,CPU_SPIKE,vm_3,Project_X,system,{'cpu': 82.91}
2025-07-01 00:23:00,MEMORY_SURGE,vm_3,Project_X,system,{'memory': 76.87}
2025-07-01 00:23:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:23:00,CPU_SPIKE,vm_3,Project_X,system,{'cpu': 89.36}
2025-07-01 00:24:00,MEMORY_SURGE,vm_4,Project_X,system,{'memory': 84.8}
2025-07-01 00:24:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:25:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:25:00,CPU_SPIKE,vm_5,Project_X,system,{'cpu': 85.2}
2025-07-01 00:25:00,CPU_SPIKE,vm_5,Project_X,system,{'cpu': 97.59}
2025-07-01 00:25:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:26:00,CPU_SPIKE,vm_6,Project_X,system,{'cpu': 80.28}
2025-07-01 00:27:00,MEMORY_SURGE,vm_7,Project_X,system,{'memory': 87.52}
2025-07-01 00:27:00,CPU_SPIKE,vm_7,Project_X,system,{'cpu': 83.88}
2025-07-01 00:27:00,CPU_SPIKE,vm_7,Project_X,system,{'cpu': 83.95}
2025-07-01 00:28:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:28:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:28:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:29:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:29:00,MEMORY_SURGE,vm_9,Project_X,system,{'memory': 76.11}
2025-07-01 00:30:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:30:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:30:00,MEMORY_SURGE,vm_0,Project_X,system,{'memory': 86.55}
2025-07-01 00:30:00,MEMORY_SURGE,vm_0,Project_X,system,{'memory': 92.7}
2025-07-01 00:31:00,MEMORY_SURGE,vm_1,Project_X,system,{'memory': 81.62}
2025-07-01 00:31:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:31:00,MEMORY_SURGE,vm_1,Project_X,system,{'memory': 83.91}
2025-07-01 00:32:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:32:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:32:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:34:00,CPU_SPIKE,vm_4,Project_X,system,{'cpu': 86.5}
2025-07-01 00:34:00,CPU_SPIKE,vm_4,Project_X,system,{'cpu': 87.0}
2025-07-01 00:34:00,MEMORY_SURGE,vm_4,Project_X,system,{'memory': 79.05}
2025-07-01 00:34:00,MEMORY_SURGE,vm_4,Project_X,system,{'memory': 79.96}
2025-07-01 00:34:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:35:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:35:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:35:00,MEMORY_SURGE,vm_5,Project_X,system,{'memory': 77.07}
2025-07-01 00:36:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:36:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:37:00,CPU_SPIKE,vm_7,Project_X,system,{'cpu': 86.71}
2025-07-01 00:37:00,CPU_SPIKE,vm_7,Project_X,system,{'cpu': 81.26}
2025-07-01 00:39:00,CPU_SPIKE,vm_9,Project_X,system,{'cpu': 93.72}
2025-07-01 00:39:00,CPU_SPIKE,vm_9,Project_X,system,{'cpu': 85.27}
2025-07-01 00:39:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:39:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:39:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:39:00,MEMORY_SURGE,vm_9,Project_X,system,{'memory': 85.88}
2025-07-01 00:39:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:40:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:40:00,CPU_SPIKE,vm_0,Project_X,system,{'cpu': 82.74}
2025-07-01 00:42:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:42:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:43:00,MEMORY_SURGE,vm_3,Project_X,system,{'memory': 75.76}
2025-07-01 00:43:00,MEMORY_SURGE,vm_3,Project_X,system,{'memory': 88.3}
2025-07-01 00:44:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:44:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:44:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:44:00,MEMORY_SURGE,vm_4,Project_X,system,{'memory': 81.29}
2025-07-01 00:44:00,MEMORY_SURGE,vm_4,Project_X,system,{'memory': 82.17}
2025-07-01 00:45:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:45:00,CPU_SPIKE,vm_5,Project_X,system,{'cpu': 85.18}
2025-07-01 00:45:00,MEMORY_SURGE,vm_5,Project_X,system,{'memory': 78.17}
2025-07-01 00:46:00,CPU_SPIKE,vm_6,Project_X,system,{'cpu': 90.49}
2025-07-01 00:47:00,CPU_SPIKE,vm_7,Project_X,system,{'cpu': 86.63}
2025-07-01 00:47:00,CPU_SPIKE,vm_7,Project_X,system,{'cpu': 83.25}
2025-07-01 00:48:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:48:00,MEMORY_SURGE,vm_8,Project_X,system,{'memory': 76.07}
2025-07-01 00:48:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:49:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:49:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:49:00,CPU_SPIKE,vm_9,Project_X,system,{'cpu': 81.36}
2025-07-01 00:49:00,CPU_SPIKE,vm_9,Project_X,system,{'cpu': 94.1}
2025-07-01 00:50:00,CPU_SPIKE,vm_0,Project_X,system,{'cpu': 82.41}
2025-07-01 00:50:00,MEMORY_SURGE,vm_0,Project_X,system,{'memory': 75.86}
2025-07-01 00:50:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:50:00,CPU_SPIKE,vm_0,Project_X,system,{'cpu': 86.58}
2025-07-01 00:50:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:51:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:52:00,MEMORY_SURGE,vm_2,Project_X,system,{'memory': 80.94}
2025-07-01 00:52:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:52:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:53:00,MEMORY_SURGE,vm_3,Project_X,system,{'memory': 82.07}
2025-07-01 00:53:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:54:00,MEMORY_SURGE,vm_4,Project_X,system,{'memory': 76.7}
2025-07-01 00:54:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:54:00,CPU_SPIKE,vm_4,Project_X,system,{'cpu': 86.89}
2025-07-01 00:54:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:55:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:55:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:55:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:56:00,CPU_SPIKE,vm_6,Project_X,system,{'cpu': 90.93}
2025-07-01 00:56:00,MEMORY_SURGE,vm_6,Project_X,system,{'memory': 85.75}
2025-07-01 00:56:00,CPU_SPIKE,vm_6,Project_X,system,{'cpu': 89.97}
2025-07-01 00:56:00,MEMORY_SURGE,vm_6,Project_X,system,{'memory': 82.52}
2025-07-01 00:57:00,MEMORY_SURGE,vm_7,Project_X,system,{'memory': 75.46}
2025-07-01 00:57:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:57:00,MEMORY_SURGE,vm_7,Project_X,system,{'memory': 81.73}
2025-07-01 00:58:00,CPU_SPIKE,vm_8,Project_X,system,{'cpu': 88.16}
2025-07-01 00:58:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:58:00,CPU_SPIKE,vm_8,Project_X,system,{'cpu': 84.89}
2025-07-01 00:58:00,MEMORY_SURGE,vm_8,Project_X,system,{'memory': 79.45}
2025-07-01 00:59:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 00:59:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 00:59:00,MEMORY_SURGE,vm_9,Project_X,system,{'memory': 78.85}
2025-07-01 01:00:00,MEMORY_SURGE,vm_0,Project_X,system,{'memory': 79.2}
2025-07-01 01:00:00,CPU_SPIKE,vm_0,Project_X,system,{'cpu': 95.44}
2025-07-01 01:00:00,CPU_SPIKE,vm_0,Project_X,system,{'cpu': 88.7}
2025-07-01 01:01:00,CPU_SPIKE,vm_1,Project_X,system,{'cpu': 93.88}
2025-07-01 01:01:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 01:01:00,MEMORY_SURGE,vm_1,Project_X,system,{'memory': 83.71}
2025-07-01 01:01:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 01:01:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:01:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:02:00,MEMORY_SURGE,vm_2,Project_X,system,{'memory': 88.43}
2025-07-01 01:02:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 01:02:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 01:03:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:03:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 01:03:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:04:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 01:04:00,MEMORY_SURGE,vm_4,Project_X,system,{'memory': 75.23}
2025-07-01 01:04:00,CPU_SPIKE,vm_4,Project_X,system,{'cpu': 86.13}
2025-07-01 01:05:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:05:00,CPU_SPIKE,vm_5,Project_X,system,{'cpu': 87.06}
2025-07-01 01:05:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:05:00,CPU_SPIKE,vm_5,Project_X,system,{'cpu': 86.04}
2025-07-01 01:05:00,CPU_SPIKE,vm_5,Project_X,system,{'cpu': 81.82}
2025-07-01 01:05:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 01:06:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 01:06:00,CPU_SPIKE,vm_6,Project_X,system,{'cpu': 88.71}
2025-07-01 01:06:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:07:00,CPU_SPIKE,vm_7,Project_X,system,{'cpu': 80.66}
2025-07-01 01:07:00,CPU_SPIKE,vm_7,Project_X,system,{'cpu': 82.6}
2025-07-01 01:07:00,MEMORY_SURGE,vm_7,Project_X,system,{'memory': 78.45}
2025-07-01 01:07:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 01:08:00,CPU_SPIKE,vm_8,Project_X,system,{'cpu': 94.56}
2025-07-01 01:08:00,CPU_SPIKE,vm_8,Project_X,system,{'cpu': 86.59}
2025-07-01 01:09:00,MEMORY_SURGE,vm_9,Project_X,system,{'memory': 84.98}
2025-07-01 01:09:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:09:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 01:10:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:10:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:10:00,MEMORY_SURGE,vm_0,Project_X,system,{'memory': 91.11}
2025-07-01 01:10:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:11:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:11:00,MEMORY_SURGE,vm_1,Project_X,system,{'memory': 78.39}
2025-07-01 01:12:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:12:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 01:12:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:13:00,MEMORY_SURGE,vm_3,Project_X,system,{'memory': 80.42}
2025-07-01 01:13:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:13:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:13:00,CPU_SPIKE,vm_3,Project_X,system,{'cpu': 88.6}
2025-07-01 01:14:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 01:14:00,MEMORY_SURGE,vm_4,Project_X,system,{'memory': 79.48}
2025-07-01 01:15:00,CPU_SPIKE,vm_5,Project_X,system,{'cpu': 82.97}
2025-07-01 01:15:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 01:15:00,CPU_SPIKE,vm_5,Project_X,system,{'cpu': 85.94}
2025-07-01 01:16:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 01:17:00,CPU_SPIKE,vm_7,Project_X,system,{'cpu': 86.12}
2025-07-01 01:18:00,CPU_SPIKE,vm_8,Project_X,system,{'cpu': 82.91}
2025-07-01 01:18:00,CPU_SPIKE,vm_8,Project_X,system,{'cpu': 90.15}
2025-07-01 01:18:00,CPU_SPIKE,vm_8,Project_X,system,{'cpu': 96.38}
2025-07-01 01:18:00,MEMORY_SURGE,vm_8,Project_X,system,{'memory': 85.49}
2025-07-01 01:18:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 01:18:00,MEMORY_SURGE,vm_8,Project_X,system,{'memory': 83.85}
2025-07-01 01:18:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:19:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 01:19:00,MEMORY_SURGE,vm_9,Project_X,system,{'memory': 80.0}
2025-07-01 01:19:00,CPU_SPIKE,vm_9,Project_X,system,{'cpu': 80.09}
2025-07-01 01:20:00,CPU_SPIKE,vm_0,Project_X,system,{'cpu': 83.03}
2025-07-01 01:20:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:20:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:20:00,CPU_SPIKE,vm_0,Project_X,system,{'cpu': 88.43}
2025-07-01 01:21:00,MEMORY_SURGE,vm_1,Project_X,system,{'memory': 85.71}
2025-07-01 01:21:00,CPU_SPIKE,vm_1,Project_X,system,{'cpu': 88.78}
2025-07-01 01:21:00,CPU_SPIKE,vm_1,Project_X,system,{'cpu': 83.89}
2025-07-01 01:21:00,CPU_SPIKE,vm_1,Project_X,system,{'cpu': 84.81}
2025-07-01 01:22:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:23:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 01:23:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:23:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:23:00,MEMORY_SURGE,vm_3,Project_X,system,{'memory': 77.65}
2025-07-01 01:23:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
2025-07-01 01:23:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:23:00,MEMORY_SURGE,vm_3,Project_X,system,{'memory': 79.23}
2025-07-01 01:23:00,MEMORY_SURGE,vm_3,Project_X,system,{'memory': 76.64}
2025-07-01 01:24:00,CPU_SPIKE,vm_4,Project_X,system,{'cpu': 86.38}
2025-07-01 01:24:00,MEMORY_SURGE,vm_4,Project_X,system,{'memory': 77.61}
2025-07-01 01:24:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'CPU_SPIKE'}
2025-07-01 01:24:00,MEMORY_SURGE,vm_4,Project_X,system,{'memory': 82.0}
2025-07-01 01:24:00,RESOURCE_SCALE,autoscaler,Project_X,system,{'trigger': 'MEMORY_SURGE'}
